id,cntry,country,sex,agea,yrbrn,mars_status,region_cat,education_level,main_activity,occupation,feel_income,born_in_cntry,citizen,minority_ethnic,left_right,church,hhmmb,locality,voted,backstory,dweight,pspwght,pweight,anweight,stratum,psu
64382,GB,United Kingdom,Male,28.0,1991.0,,UKM,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Paid work,Technician or associate professional,Difficult on present income,Yes,Yes,No,5.0,Never,3.0,Town or small city,Yes,"I am a male. I am 28 years old and I was born in 1991. I am single. I am from Scotland. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Photographers. I was previously a member of a trade union but am not now. My household income is in the 2nd decile nationally. I would say that we are difficult on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.0187729597091675,1.6119751930236816,2.4683315753936768,3.978889226913452,1540,12281
64385,GB,United Kingdom,Male,36.0,1982.0,None of these (NEVER married or in legally registered civil partnership),UKI,None of these,Paid work,Clerical support worker,Coping on present income,Yes,Yes,No,0.0,Only on special holy days,4.0,A big city,Yes,"I am a male. I am 36 years old and I was born in 1982. I am never married or in a civil partnership. I am from London. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Clerical support workers. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 3. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 3. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 0. I voted in the last general election. I voted for UK Independence Party. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 1. I have not felt discriminated against in the last 12 months.",5.129688262939453,3.999999523162842,2.4683315753936768,9.87332534790039,1469,12272
64409,GB,United Kingdom,Male,,,,UKJ,None of these,Paid work,Plant and machine operator or assembler,Coping on present income,Yes,Yes,No,6.0,Never,2.0,Town or small city,No,"I am a male. I am NA years old and I was born in NA. I am single. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Bus and tram drivers. I have never been a member of a trade union. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 to 10, my life satisfaction is 0. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",1.0187729597091675,1.0365866422653198,2.4683315753936768,2.5586395263671875,1511,12156
64414,GB,United Kingdom,Female,39.0,1979.0,None of these (NEVER married or in legally registered civil partnership),UKF,None of these,Paid work,Service and sales worker,Coping on present income,Yes,Yes,No,,Never,2.0,Town or small city,No,"I am a female. I am 39 years old and I was born in 1979. I am never married or in a civil partnership. I am from East Midlands (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 16. In the last week I have mainly been paid work. My occupation is Home-based personal care workers. I was previously a member of a trade union but am not now. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 2. On a scale from 0 to 10, I believe most people try to be fair: 2. On a scale from 0 to 10, I believe most people try to be helpful: 2. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am not at all interested in politics. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.8130585551261902,2.4683315753936768,2.0068981647491455,1404,12305
64450,GB,United Kingdom,Female,67.0,1951.0,Legally divorced / Civil partnership dissolved,UKE,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,Professional,Coping on present income,Yes,Yes,No,5.0,At least once a month,2.0,Farm or home in countryside,Yes,"I am a female. I am 67 years old and I was born in 1951. I am Legally divorced / Civil partnership dissolved. I am from Yorkshire and the Humber. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 22. In the last week I have mainly been paid work. My occupation is Secondary education teachers. I was previously a member of a trade union but am not now. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 7. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 6. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.8542284369468689,2.4683315753936768,2.1085190773010254,1584,12379
64501,GB,United Kingdom,Female,74.0,1944.0,Legally married,UKD,None of these,"Housework, looking after children, others",prefer not to say,Difficult on present income,Yes,Yes,No,2.0,Never,1.0,A big city,Yes,"I am a female. I am 74 years old and I was born in 1944. I am legally married. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. I finished my full-time education at age 15. In the last week I have mainly been housework, looking after children, others. I have never been a member of a trade union. I would say that we are difficult on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 6. On a scale from 0 to 10, my life satisfaction is 4. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 8. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 2. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 1. I have not felt discriminated against in the last 12 months.",1.528159499168396,1.4194272756576538,2.4683315753936768,3.50361704826355,1455,12262
64518,GB,United Kingdom,Male,51.0,1968.0,Legally separated,UKJ,"Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education",Paid work,Service and sales worker,Difficult on present income,Yes,Yes,No,,Never,1.0,Country village,No,"I am a male. I am 51 years old and I was born in 1968. I am legally separated. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Edexcel/BTEC/BEC/TEC - Higher National Certificate (HNC) or equivalent, Certificate of Higher Education. I finished my full-time education at age 19. In the last week I have mainly been paid work. My occupation is Police officers. I have never been a member of a trade union. My household income is in the 5th decile nationally. I would say that we are difficult on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 6. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 3. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am not at all interested in politics. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have not felt discriminated against in the last 12 months.",0.5093864798545837,0.5182933211326599,2.4683315753936768,1.2793197631835938,1509,12173
64531,GB,United Kingdom,Female,68.0,1950.0,,UKH,"Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC",Retired,Professional,Living comfortably on present income,Yes,Yes,No,6.0,Once a week,2.0,Suburbs or outskirts of big city,Yes,"I am a female. I am 68 years old and I was born in 1950. I am single. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Vocational A-level (AVCE), GCE Applied A level, NVQ/SVQ Level 3, GNVQ/GSVQ Advanced, Edexcel/BTEC/BEC/TEC. I finished my full-time education at age 19. In the last week I have mainly been retired. My occupation is Lawyers. I was previously a member of a trade union but am not now. My household income is in the 4th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 4. On a scale from 0 to 10, I believe most people try to be helpful: 3. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 7. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.8329050540924072,2.4683315753936768,2.0558857917785645,1447,12414
64603,GB,United Kingdom,Male,61.0,1957.0,,UKE,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Other,Professional,Living comfortably on present income,Yes,Yes,No,6.0,Never,3.0,Farm or home in countryside,Yes,"I am a male. I am 61 years old and I was born in 1957. I am single. I am from Yorkshire and the Humber. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 23. In the last week I have mainly been other. My occupation is Graphic and multimedia designers. I have never been a member of a trade union. My household income is in the 10th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues less than once a month. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 7. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 6. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 8. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.528159499168396,1.09612238407135,2.4683315753936768,2.7055935859680176,1583,12318
64626,GB,United Kingdom,Female,58.0,1960.0,,UKD,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,"Skilled agricultural, forestry or fishery worker",Living comfortably on present income,Yes,Yes,No,5.0,Never,2.0,Farm or home in countryside,,"I am a female. I am 58 years old and I was born in 1960. I am single. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 21. In the last week I have mainly been paid work. My occupation is Gardeners, horticultural and nursery growers. I have never been a member of a trade union. My household income is in the 9th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 9. On a scale from 0 to 10, I believe most people try to be fair: 9. On a scale from 0 to 10, I believe most people try to be helpful: 9. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 3. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.9462843537330627,2.4683315753936768,2.3357436656951904,1561,12122
64627,GB,United Kingdom,Male,70.0,1949.0,,UKJ,"(Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter",Retired,Craft or related trades worker,Coping on present income,Yes,Yes,No,5.0,Never,2.0,Country village,Yes,"I am a male. I am 70 years old and I was born in 1949. I am single. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is (Modern) Apprenticeship, Advanced (Modern) Apprenticeship, SVQ/NVQ/Key Skills Level 1 and 2, City and Guilds Craft/Inter. I finished my full-time education at age 15. In the last week I have mainly been retired. My occupation is Carpenters and joiners. I have never been a member of a trade union. My household income is in the 3rd decile nationally. I would say that we are coping on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 6. On a scale from 0 to 10, I believe most people try to be fair: 6. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 4. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.7356340289115906,2.4683315753936768,1.815788745880127,1505,12201
64628,GB,United Kingdom,Female,64.0,1954.0,Legally divorced / Civil partnership dissolved,UKL,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Retired,Professional,Difficult on present income,Yes,Yes,No,5.0,Never,1.0,Town or small city,Yes,"I am a female. I am 64 years old and I was born in 1954. I am Legally divorced / Civil partnership dissolved. I am from Wales. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 21. In the last week I have mainly been retired. My occupation is Secondary education teachers. I am currently a member of a trade union. My household income is in the 2nd decile nationally. I would say that we are difficult on present income. I would describe my general health as very bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues once a week. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 1. On a scale from 0 to 10, I believe most people try to be helpful: 3. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 0. On a scale from 0 to 10, my trust in politicians is 0. I have felt discriminated against in the last 12 months.",0.5093864798545837,0.5866357684135437,2.4683315753936768,1.4480116367340088,1525,12334
64634,GB,United Kingdom,Male,55.0,1963.0,,UKL,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,Professional,Coping on present income,Yes,Yes,No,6.0,Every day,2.0,Town or small city,Yes,"I am a male. I am 55 years old and I was born in 1963. I am single. I am from Wales. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 25. In the last week I have mainly been paid work. My occupation is Legal, social and cultural professionals. I am currently a member of a trade union. I would say that we are coping on present income. I would describe my general health as fair. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues several times a month. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 7. On a scale from 0 to 10, I believe most people try to be helpful: 8. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 9. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 6. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 5. I have not felt discriminated against in the last 12 months.",1.0187729597091675,1.0036734342575073,2.4683315753936768,2.4773988723754883,1527,12207
64662,GB,United Kingdom,Female,73.0,1945.0,,UKL,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA","Housework, looking after children, others",Professional,Living comfortably on present income,Yes,Yes,No,3.0,Never,2.0,Farm or home in countryside,Yes,"I am a female. I am 73 years old and I was born in 1945. I am single. I am from Wales. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 24. In the last week I have mainly been housework, looking after children, others. My occupation is Nursing professionals. I was previously a member of a trade union but am not now. My household income is in the 6th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 10. On a scale from 0 to 10, my life satisfaction is 10. I meet socially with friends, relatives or colleagues every day. On a scale from 0 to 10, I believe most people can be trusted: 10. On a scale from 0 to 10, I believe most people try to be fair: 10. On a scale from 0 to 10, I believe most people try to be helpful: 10. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 0. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 3. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",1.0187729597091675,1.1732715368270874,2.4683315753936768,2.8960232734680176,1528,12433
64691,GB,United Kingdom,Male,86.0,1932.0,Legally married,UKH,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Retired,Manager,Living comfortably on present income,Yes,Yes,No,10.0,Once a week,1.0,Town or small city,Yes,"I am a male. I am 86 years old and I was born in 1932. I am legally married. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 16. In the last week I have mainly been retired. My occupation is Production and specialised services managers. I have never been a member of a trade union. My household income is in the 6th decile nationally. I would say that we are living comfortably on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 9. On a scale from 0 to 10, I believe most people try to be helpful: 8. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 7. I am very interested in politics. On a left (0) to right (10) political scale, I would place myself at 10. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 7. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.7125070095062256,2.4683315753936768,1.758703589439392,1465,12483
64710,GB,United Kingdom,Female,63.0,1955.0,Legally divorced / Civil partnership dissolved,UKD,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Paid work,Service and sales worker,Difficult on present income,Yes,Yes,No,5.0,Only on special holy days,2.0,Town or small city,No,"I am a female. I am 63 years old and I was born in 1955. I am Legally divorced / Civil partnership dissolved. I am from North West (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 14. In the last week I have mainly been paid work. My occupation is Home-based personal care workers. I have never been a member of a trade union. My household income is in the 2nd decile nationally. I would say that we are difficult on present income. I would describe my general health as bad. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 5. On a scale from 0 to 10, my life satisfaction is 5. I meet socially with friends, relatives or colleagues once a month. On a scale from 0 to 10, I believe most people can be trusted: 3. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 5. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 3. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I did not vote in the last general election. On a scale from 0 to 10, my trust in parliament is 2. On a scale from 0 to 10, my trust in politicians is 1. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.9462843537330627,2.4683315753936768,2.3357436656951904,1563,12352
64717,GB,United Kingdom,Male,61.0,1958.0,,UKH,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Retired,Professional,Living comfortably on present income,Yes,Yes,No,5.0,Less often,2.0,Farm or home in countryside,Yes,"I am a male. I am 61 years old and I was born in 1958. I am single. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 17. In the last week I have mainly been retired. My occupation is Personnel and careers professionals. I was previously a member of a trade union but am not now. My household income is in the 2nd decile nationally. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 9. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 5. On a scale from 0 to 10, I believe most people try to be fair: 4. On a scale from 0 to 10, I believe most people try to be helpful: 5. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 2. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 4. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.7125070095062256,2.4683315753936768,1.758703589439392,1448,12300
64725,GB,United Kingdom,Male,78.0,1940.0,,UKH,"Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA",Retired,Clerical support worker,Coping on present income,Yes,Yes,No,7.0,Only on special holy days,2.0,Town or small city,Yes,"I am a male. I am 78 years old and I was born in 1940. I am single. I am from East of England. I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is Nursing certificate, Teacher training, HE Diploma, Edexcel/BTEC/BEC/TEC - Higher National Diploma (HND), OCR/RSA. I finished my full-time education at age 18. In the last week I have mainly been retired. My occupation is General office clerks. I have never been a member of a trade union. My household income is in the 6th decile nationally. I would say that we are coping on present income. I would describe my general health as very good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 8. On a scale from 0 to 10, I believe most people try to be fair: 3. On a scale from 0 to 10, I believe most people try to be helpful: 7. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 4. I am quite interested in politics. On a left (0) to right (10) political scale, I would place myself at 7. I voted in the last general election. I voted for Conservative. On a scale from 0 to 10, my trust in parliament is 7. On a scale from 0 to 10, my trust in politicians is 6. I have not felt discriminated against in the last 12 months.",1.0187729597091675,0.7125070095062256,2.4683315753936768,1.758703589439392,1452,12133
64770,GB,United Kingdom,Female,15.0,2003.0,None of these (NEVER married or in legally registered civil partnership),UKJ,None of these,Education,Clerical support worker,Living comfortably on present income,Yes,Yes,No,5.0,Never,2.0,Country village,Not eligible to vote,"I am a female. I am 15 years old and I was born in 2003. I am never married or in a civil partnership. I am from South East (England). I was born in this country. I am a citizen of this country. I do not belong to an ethnic minority group. My highest educational qualification is None of these. In the last week I have mainly been education. My occupation is Mail carriers and sorting clerks. I have never been a member of a trade union. I would say that we are living comfortably on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 8. On a scale from 0 to 10, my life satisfaction is 7. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 4. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 4. I do not consider myself as belonging to any particular religion. On a scale from 0 to 10, I would rate my religiousness as 1. I am hardly interested in politics. On a left (0) to right (10) political scale, I would place myself at 5. I was not eligible to vote in the last general election. On a scale from 0 to 10, my trust in parliament is 6. On a scale from 0 to 10, my trust in politicians is 6. I have not felt discriminated against in the last 12 months.",1.0187729597091675,1.1869432926177979,2.4683315753936768,2.929769515991211,1511,12134
64777,GB,United Kingdom,Male,23.0,1995.0,None of these (NEVER married or in legally registered civil partnership),UKI,"3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc)",Paid work,Service and sales worker,Coping on present income,No,Yes,Yes,2.0,Once a week,6.0,A big city,Yes,"I am a male. I am 23 years old and I was born in 1995. I am never married or in a civil partnership. I am from London. I was not born in this country. I am a citizen of this country. I belong to an ethnic minority group. My highest educational qualification is 3-4 year University/CNAA first Degree (BA, BSc., BEd., BEng. etc). I finished my full-time education at age 21. In the last week I have mainly been paid work. My occupation is Security guards. I have never been a member of a trade union. I would say that we are coping on present income. I would describe my general health as good. On a scale from 0 (extremely unhappy) to 10 (extremely happy), my happiness is 9. On a scale from 0 to 10, my life satisfaction is 8. I meet socially with friends, relatives or colleagues several times a week. On a scale from 0 to 10, I believe most people can be trusted: 7. On a scale from 0 to 10, I believe most people try to be fair: 5. On a scale from 0 to 10, I believe most people try to be helpful: 4. I consider myself as belonging to a particular religion. On a scale from 0 to 10, I would rate my religiousness as 7. I am not at all interested in politics. On a left (0) to right (10) political scale, I would place myself at 2. I voted in the last general election. I voted for Labour. On a scale from 0 to 10, my trust in parliament is 5. On a scale from 0 to 10, my trust in politicians is 3. I have felt discriminated against in the last 12 months.",2.037545919418335,3.297670602798462,2.4683315753936768,8.139744758605957,1485,12420
